Step,height (mm),Frequency (GHz),Q raw,Q spline,Loss (dB),,mm_p_step,Holder Material,Sample,OD base (mm),OD top (mm),Length (mm),Length wo base (mm),ID (mm),WG_length (mm),WG_d (mm),WG_a (mm),Mode,Aeff_E,Aeff_H
6750,12.15,1.910164375,5093.771667,5076.955311,,,,,,,,,,,,,,,,
7000,12.6,1.91009875,5093.596667,5074.231522,,,,,,,,,,,,,,,,
7250,13.05,1.910026875,5051.310744,5074.148905,,,,,,,,,,,,,,,,
7500,13.5,1.909958125,5093.221667,5073.395103,,,,,,,,,,,,,,,,
7750,13.95,1.90988625,5093.03,5072.38213,,,,,,,,,,,,,,,,
8000,14.4,1.9098175,5092.846667,5071.604565,,,,,,,,,,,,,,,,
8250,14.85,1.9097425,5092.646667,5070.620834,,,,,,,,,,,,,,,,
8500,15.3,1.909664375,5092.438333,5068.908731,,,,,,,,,,,,,,,,
8750,15.75,1.9095925,5050.161983,5069.240519,,,,,,,,,,,,,,,,
9000,16.2,1.909514375,5049.955372,5067.175057,,,,,,,,,,,,,,,,
9250,16.65,1.909445625,5091.855,5065.625273,,,,,,,,,,,,,,,,
9500,17.1,1.9093675,5091.646667,5064.961265,,,,,,,,,,,,,,,,
9750,17.55,1.909289375,5049.360331,5064.326322,,,,,,,,,,,,,,,,
10000,18,1.90921125,5049.153719,5063.673134,,,,,,,,,,,,,,,,
10250,18.45,1.909133125,5048.947107,5061.279494,,,,,,,,,,,,,,,,
10500,18.9,1.909051875,5090.805,5060.648543,,,,,,,,,,,,,,,,
10750,19.35,1.908970625,5048.517355,5057.977842,,,,,,,,,,,,,,,,
11000,19.8,1.908883125,5090.355,5058.337334,,,,,,,,,,,,,,,,
11250,20.25,1.908805,5090.146667,5057.71864,,,,,,,,,,,,,,,,
11500,20.7,1.908733125,5047.889256,5054.524869,,,,,,,,,,,,,,,,
11750,21.15,1.908651875,5089.738333,5055.051752,,,,,,,,,,,,,,,,
12000,21.6,1.908564375,5089.505,5050.59984,,,,,,,,,,,,,,,,
12250,22.05,1.90847375,5047.203306,5053.037081,,,,,,,,,,,,,,,,
12500,22.5,1.90839875,5047.004959,5050.259767,,,,,,,,,,,,,,,,
12750,22.95,1.90831125,5046.773554,5049.441512,,,,,,,,,,,,,,,,
13000,23.4,1.908226875,5046.550413,5049.255032,,,,,,,,,,,,,,,,
13250,23.85,1.908145625,5046.335537,5047.152125,,,,,,,,,,,,,,,,
13500,24.3,1.9080675,5046.128926,5046.515004,,,,,,,,,,,,,,,,
13750,24.75,1.90798625,5045.91405,5046.940418,,,,,,,,,,,,,,,,
14000,25.2,1.907914375,5087.771667,5043.967834,,,,,,,,,,,,,,,,
14250,25.65,1.90783,5045.500826,5042.191664,,,,,,,,,,,,,,,,
14500,26.1,1.907745625,5045.277686,5041.668643,,,,,,,,,,,,,,,,
14750,26.55,1.90766125,5045.054545,5039.544637,,,,,,,,,,,,,,,,
15000,27,1.90758,5044.839669,5039.351826,,,,,,,,,,,,,,,,
15250,27.45,1.90748625,5044.591736,5038.513102,,,,,,,,,,,,,,,,
15500,27.9,1.9073925,5044.343802,5037.119771,,,,,,,,,,,,,,,,
15750,28.35,1.907308125,5044.120661,5034.857626,,,,,,,,,,,,,,,,
16000,28.8,1.907208125,5043.856198,5032.193498,,,,,,,,,,,,,,,,
16250,29.25,1.907120625,5043.624793,5031.573402,,,,,,,,,,,,,,,,
16500,29.7,1.907039375,5043.409917,5030.356495,,,,,,,,,,,,,,,,
16750,30.15,1.90694875,5043.170248,5028.366692,,,,,,,,,,,,,,,,
17000,30.6,1.906858125,5042.930579,5028.351509,,,,,,,,,,,,,,,,
17250,31.05,1.906770625,5042.699174,5025.75656,,,,,,,,,,,,,,,,
17500,31.5,1.9066675,5042.426446,5023.631032,,,,,,,,,,,,,,,,
